node_costs,computation_time_ms,instance,selected_nodes_count,total_nodes,path_length,algorithm,objective_value,base_algorithm
48886,3,TSPA,100,200,25822,NearestNeighborAny2Regret_w1_1_start13,74708,NearestNeighborAny2Regret_w1_1
48372,2,TSPA,100,200,25609,NearestNeighborAny2Regret_w1_1_start14,73981,NearestNeighborAny2Regret_w1_1
47496,3,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start15,70594,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,26292,NearestNeighborAny2Regret_w1_1_start16,74669,NearestNeighborAny2Regret_w1_1
49402,2,TSPA,100,200,22031,NearestNeighborAny2Regret_w1_1_start17,71433,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start18,70725,NearestNeighborAny2Regret_w1_1
48983,3,TSPA,100,200,21998,NearestNeighborAny2Regret_w1_1_start19,70981,NearestNeighborAny2Regret_w1_1
48629,3,TSPA,100,200,23403,NearestNeighborAny2Regret_w1_1_start20,72032,NearestNeighborAny2Regret_w1_1
48530,3,TSPA,100,200,25524,NearestNeighborAny2Regret_w1_1_start21,74054,NearestNeighborAny2Regret_w1_1
48070,2,TSPA,100,200,24226,NearestNeighborAny2Regret_w1_1_start22,72296,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start23,72854,NearestNeighborAny2Regret_w1_1
48607,2,TSPA,100,200,22102,NearestNeighborAny2Regret_w1_1_start24,70709,NearestNeighborAny2Regret_w1_1
48414,2,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start25,70725,NearestNeighborAny2Regret_w1_1
48577,3,TSPA,100,200,22000,NearestNeighborAny2Regret_w1_1_start26,70577,NearestNeighborAny2Regret_w1_1
49253,3,TSPA,100,200,24612,NearestNeighborAny2Regret_w1_1_start27,73865,NearestNeighborAny2Regret_w1_1
48530,2,TSPA,100,200,21979,NearestNeighborAny2Regret_w1_1_start28,70509,NearestNeighborAny2Regret_w1_1
48842,3,TSPA,100,200,23585,NearestNeighborAny2Regret_w1_1_start29,72427,NearestNeighborAny2Regret_w1_1
48321,3,TSPA,100,200,24252,NearestNeighborAny2Regret_w1_1_start30,72573,NearestNeighborAny2Regret_w1_1
48192,2,TSPA,100,200,25838,NearestNeighborAny2Regret_w1_1_start31,74030,NearestNeighborAny2Regret_w1_1
48902,3,TSPA,100,200,25517,NearestNeighborAny2Regret_w1_1_start32,74419,NearestNeighborAny2Regret_w1_1
48861,2,TSPA,100,200,25032,NearestNeighborAny2Regret_w1_1_start33,73893,NearestNeighborAny2Regret_w1_1
48240,3,TSPA,100,200,25595,NearestNeighborAny2Regret_w1_1_start34,73835,NearestNeighborAny2Regret_w1_1
48297,3,TSPA,100,200,21713,NearestNeighborAny2Regret_w1_1_start35,70010,NearestNeighborAny2Regret_w1_1
48846,3,TSPA,100,200,23838,NearestNeighborAny2Regret_w1_1_start36,72684,NearestNeighborAny2Regret_w1_1
48275,3,TSPA,100,200,25029,NearestNeighborAny2Regret_w1_1_start37,73304,NearestNeighborAny2Regret_w1_1
48646,2,TSPA,100,200,25837,NearestNeighborAny2Regret_w1_1_start38,74483,NearestNeighborAny2Regret_w1_1
48362,3,TSPA,100,200,24401,NearestNeighborAny2Regret_w1_1_start39,72763,NearestNeighborAny2Regret_w1_1
48062,2,TSPA,100,200,25021,NearestNeighborAny2Regret_w1_1_start40,73083,NearestNeighborAny2Regret_w1_1
47596,3,TSPA,100,200,24591,NearestNeighborAny2Regret_w1_1_start41,72187,NearestNeighborAny2Regret_w1_1
48414,2,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start42,70725,NearestNeighborAny2Regret_w1_1
48095,3,TSPA,100,200,26075,NearestNeighborAny2Regret_w1_1_start43,74170,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start44,70725,NearestNeighborAny2Regret_w1_1
49355,2,TSPA,100,200,23456,NearestNeighborAny2Regret_w1_1_start45,72811,NearestNeighborAny2Regret_w1_1
47496,3,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start46,70594,NearestNeighborAny2Regret_w1_1
48307,3,TSPA,100,200,26025,NearestNeighborAny2Regret_w1_1_start47,74332,NearestNeighborAny2Regret_w1_1
49372,2,TSPA,100,200,23494,NearestNeighborAny2Regret_w1_1_start48,72866,NearestNeighborAny2Regret_w1_1
47496,3,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start49,70594,NearestNeighborAny2Regret_w1_1
49590,3,TSPA,100,200,21988,NearestNeighborAny2Regret_w1_1_start50,71578,NearestNeighborAny2Regret_w1_1
47596,2,TSPA,100,200,24451,NearestNeighborAny2Regret_w1_1_start51,72047,NearestNeighborAny2Regret_w1_1
48438,3,TSPA,100,200,25562,NearestNeighborAny2Regret_w1_1_start52,74000,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start53,70725,NearestNeighborAny2Regret_w1_1
47996,3,TSPA,100,200,22251,NearestNeighborAny2Regret_w1_1_start54,70247,NearestNeighborAny2Regret_w1_1
48438,3,TSPA,100,200,25562,NearestNeighborAny2Regret_w1_1_start55,74000,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,25228,NearestNeighborAny2Regret_w1_1_start56,73605,NearestNeighborAny2Regret_w1_1
48270,2,TSPA,100,200,27147,NearestNeighborAny2Regret_w1_1_start57,75417,NearestNeighborAny2Regret_w1_1
49019,3,TSPA,100,200,24706,NearestNeighborAny2Regret_w1_1_start58,73725,NearestNeighborAny2Regret_w1_1
48070,2,TSPA,100,200,24172,NearestNeighborAny2Regret_w1_1_start59,72242,NearestNeighborAny2Regret_w1_1
49177,3,TSPA,100,200,22445,NearestNeighborAny2Regret_w1_1_start60,71622,NearestNeighborAny2Regret_w1_1
48515,3,TSPA,100,200,23164,NearestNeighborAny2Regret_w1_1_start61,71679,NearestNeighborAny2Regret_w1_1
48220,2,TSPA,100,200,25588,NearestNeighborAny2Regret_w1_1_start62,73808,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start63,72854,NearestNeighborAny2Regret_w1_1
48205,2,TSPA,100,200,23096,NearestNeighborAny2Regret_w1_1_start64,71301,NearestNeighborAny2Regret_w1_1
48070,3,TSPA,100,200,24172,NearestNeighborAny2Regret_w1_1_start65,72242,NearestNeighborAny2Regret_w1_1
49036,3,TSPA,100,200,24445,NearestNeighborAny2Regret_w1_1_start66,73481,NearestNeighborAny2Regret_w1_1
48762,2,TSPA,100,200,22778,NearestNeighborAny2Regret_w1_1_start67,71540,NearestNeighborAny2Regret_w1_1
48280,2,TSPA,100,200,23950,NearestNeighborAny2Regret_w1_1_start68,72230,NearestNeighborAny2Regret_w1_1
48359,2,TSPA,100,200,24061,NearestNeighborAny2Regret_w1_1_start69,72420,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start70,70725,NearestNeighborAny2Regret_w1_1
49253,2,TSPA,100,200,24612,NearestNeighborAny2Regret_w1_1_start71,73865,NearestNeighborAny2Regret_w1_1
48673,3,TSPA,100,200,26190,NearestNeighborAny2Regret_w1_1_start72,74863,NearestNeighborAny2Regret_w1_1
48358,2,TSPA,100,200,23578,NearestNeighborAny2Regret_w1_1_start73,71936,NearestNeighborAny2Regret_w1_1
49109,3,TSPA,100,200,23607,NearestNeighborAny2Regret_w1_1_start74,72716,NearestNeighborAny2Regret_w1_1
48577,2,TSPA,100,200,22239,NearestNeighborAny2Regret_w1_1_start75,70816,NearestNeighborAny2Regret_w1_1
49320,3,TSPA,100,200,24459,NearestNeighborAny2Regret_w1_1_start76,73779,NearestNeighborAny2Regret_w1_1
48470,3,TSPA,100,200,26050,NearestNeighborAny2Regret_w1_1_start77,74520,NearestNeighborAny2Regret_w1_1
48414,2,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start78,70725,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start79,72854,NearestNeighborAny2Regret_w1_1
48377,2,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start80,72854,NearestNeighborAny2Regret_w1_1
48363,3,TSPA,100,200,25767,NearestNeighborAny2Regret_w1_1_start81,74130,NearestNeighborAny2Regret_w1_1
48375,2,TSPA,100,200,22487,NearestNeighborAny2Regret_w1_1_start82,70862,NearestNeighborAny2Regret_w1_1
48419,3,TSPA,100,200,23292,NearestNeighborAny2Regret_w1_1_start83,71711,NearestNeighborAny2Regret_w1_1
48002,2,TSPA,100,200,22541,NearestNeighborAny2Regret_w1_1_start84,70543,NearestNeighborAny2Regret_w1_1
48665,3,TSPA,100,200,25842,NearestNeighborAny2Regret_w1_1_start85,74507,NearestNeighborAny2Regret_w1_1
48577,3,TSPA,100,200,22239,NearestNeighborAny2Regret_w1_1_start86,70816,NearestNeighborAny2Regret_w1_1
48841,2,TSPA,100,200,23595,NearestNeighborAny2Regret_w1_1_start87,72436,NearestNeighborAny2Regret_w1_1
49298,3,TSPA,100,200,26154,NearestNeighborAny2Regret_w1_1_start88,75452,NearestNeighborAny2Regret_w1_1
48377,2,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start89,72854,NearestNeighborAny2Regret_w1_1
48062,3,TSPA,100,200,25021,NearestNeighborAny2Regret_w1_1_start90,73083,NearestNeighborAny2Regret_w1_1
48827,2,TSPA,100,200,25490,NearestNeighborAny2Regret_w1_1_start91,74317,NearestNeighborAny2Regret_w1_1
48270,3,TSPA,100,200,27147,NearestNeighborAny2Regret_w1_1_start92,75417,NearestNeighborAny2Regret_w1_1
48280,3,TSPA,100,200,23950,NearestNeighborAny2Regret_w1_1_start93,72230,NearestNeighborAny2Regret_w1_1
48037,2,TSPA,100,200,23978,NearestNeighborAny2Regret_w1_1_start94,72015,NearestNeighborAny2Regret_w1_1
49067,2,TSPA,100,200,24606,NearestNeighborAny2Regret_w1_1_start95,73673,NearestNeighborAny2Regret_w1_1
48871,3,TSPA,100,200,23579,NearestNeighborAny2Regret_w1_1_start96,72450,NearestNeighborAny2Regret_w1_1
48414,2,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start97,70725,NearestNeighborAny2Regret_w1_1
49658,3,TSPA,100,200,22191,NearestNeighborAny2Regret_w1_1_start98,71849,NearestNeighborAny2Regret_w1_1
49378,2,TSPA,100,200,22126,NearestNeighborAny2Regret_w1_1_start99,71504,NearestNeighborAny2Regret_w1_1
48577,2,TSPA,100,200,22000,NearestNeighborAny2Regret_w1_1_start100,70577,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start101,70725,NearestNeighborAny2Regret_w1_1
48220,2,TSPA,100,200,25624,NearestNeighborAny2Regret_w1_1_start102,73844,NearestNeighborAny2Regret_w1_1
48497,3,TSPA,100,200,23489,NearestNeighborAny2Regret_w1_1_start103,71986,NearestNeighborAny2Regret_w1_1
49272,2,TSPA,100,200,24306,NearestNeighborAny2Regret_w1_1_start104,73578,NearestNeighborAny2Regret_w1_1
48502,3,TSPA,100,200,25975,NearestNeighborAny2Regret_w1_1_start105,74477,NearestNeighborAny2Regret_w1_1
48220,2,TSPA,100,200,25588,NearestNeighborAny2Regret_w1_1_start106,73808,NearestNeighborAny2Regret_w1_1
49985,3,TSPA,100,200,24612,NearestNeighborAny2Regret_w1_1_start107,74597,NearestNeighborAny2Regret_w1_1
48132,2,TSPA,100,200,23438,NearestNeighborAny2Regret_w1_1_start108,71570,NearestNeighborAny2Regret_w1_1
48715,3,TSPA,100,200,26051,NearestNeighborAny2Regret_w1_1_start109,74766,NearestNeighborAny2Regret_w1_1
48028,2,TSPA,100,200,22685,NearestNeighborAny2Regret_w1_1_start110,70713,NearestNeighborAny2Regret_w1_1
49224,2,TSPA,100,200,22548,NearestNeighborAny2Regret_w1_1_start111,71772,NearestNeighborAny2Regret_w1_1
48002,2,TSPA,100,200,22541,NearestNeighborAny2Regret_w1_1_start112,70543,NearestNeighborAny2Regret_w1_1
48377,2,TSPA,100,200,25228,NearestNeighborAny2Regret_w1_1_start113,73605,NearestNeighborAny2Regret_w1_1
47496,3,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start114,70594,NearestNeighborAny2Regret_w1_1
47596,2,TSPA,100,200,24591,NearestNeighborAny2Regret_w1_1_start115,72187,NearestNeighborAny2Regret_w1_1
48070,3,TSPA,100,200,24226,NearestNeighborAny2Regret_w1_1_start116,72296,NearestNeighborAny2Regret_w1_1
47496,2,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start117,70594,NearestNeighborAny2Regret_w1_1
48292,3,TSPA,100,200,26155,NearestNeighborAny2Regret_w1_1_start118,74447,NearestNeighborAny2Regret_w1_1
48187,2,TSPA,100,200,24922,NearestNeighborAny2Regret_w1_1_start119,73109,NearestNeighborAny2Regret_w1_1
48414,2,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start120,70725,NearestNeighborAny2Regret_w1_1
48577,3,TSPA,100,200,22000,NearestNeighborAny2Regret_w1_1_start121,70577,NearestNeighborAny2Regret_w1_1
48598,2,TSPA,100,200,24558,NearestNeighborAny2Regret_w1_1_start122,73156,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start123,70725,NearestNeighborAny2Regret_w1_1
47815,2,TSPA,100,200,24001,NearestNeighborAny2Regret_w1_1_start124,71816,NearestNeighborAny2Regret_w1_1
49770,3,TSPA,100,200,21778,NearestNeighborAny2Regret_w1_1_start125,71548,NearestNeighborAny2Regret_w1_1
49036,2,TSPA,100,200,21912,NearestNeighborAny2Regret_w1_1_start126,70948,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start127,70725,NearestNeighborAny2Regret_w1_1
48864,2,TSPA,100,200,23134,NearestNeighborAny2Regret_w1_1_start128,71998,NearestNeighborAny2Regret_w1_1
48357,3,TSPA,100,200,23313,NearestNeighborAny2Regret_w1_1_start129,71670,NearestNeighborAny2Regret_w1_1
49115,2,TSPA,100,200,23886,NearestNeighborAny2Regret_w1_1_start130,73001,NearestNeighborAny2Regret_w1_1
48215,3,TSPA,100,200,23779,NearestNeighborAny2Regret_w1_1_start131,71994,NearestNeighborAny2Regret_w1_1
48760,2,TSPA,100,200,23611,NearestNeighborAny2Regret_w1_1_start132,72371,NearestNeighborAny2Regret_w1_1
47596,3,TSPA,100,200,24591,NearestNeighborAny2Regret_w1_1_start133,72187,NearestNeighborAny2Regret_w1_1
49222,2,TSPA,100,200,22578,NearestNeighborAny2Regret_w1_1_start134,71800,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start135,70725,NearestNeighborAny2Regret_w1_1
48785,2,TSPA,100,200,24537,NearestNeighborAny2Regret_w1_1_start136,73322,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start137,72854,NearestNeighborAny2Regret_w1_1
48372,2,TSPA,100,200,25609,NearestNeighborAny2Regret_w1_1_start138,73981,NearestNeighborAny2Regret_w1_1
47596,3,TSPA,100,200,24591,NearestNeighborAny2Regret_w1_1_start139,72187,NearestNeighborAny2Regret_w1_1
48280,2,TSPA,100,200,23950,NearestNeighborAny2Regret_w1_1_start140,72230,NearestNeighborAny2Regret_w1_1
49276,3,TSPA,100,200,23344,NearestNeighborAny2Regret_w1_1_start141,72620,NearestNeighborAny2Regret_w1_1
49354,2,TSPA,100,200,22249,NearestNeighborAny2Regret_w1_1_start142,71603,NearestNeighborAny2Regret_w1_1
47496,3,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start143,70594,NearestNeighborAny2Regret_w1_1
47496,2,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start144,70594,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start145,70725,NearestNeighborAny2Regret_w1_1
48030,2,TSPA,100,200,23744,NearestNeighborAny2Regret_w1_1_start146,71774,NearestNeighborAny2Regret_w1_1
49169,3,TSPA,100,200,24704,NearestNeighborAny2Regret_w1_1_start147,73873,NearestNeighborAny2Regret_w1_1
48070,3,TSPA,100,200,24226,NearestNeighborAny2Regret_w1_1_start148,72296,NearestNeighborAny2Regret_w1_1
48531,2,TSPA,100,200,22240,NearestNeighborAny2Regret_w1_1_start149,70771,NearestNeighborAny2Regret_w1_1
49347,3,TSPA,100,200,24512,NearestNeighborAny2Regret_w1_1_start150,73859,NearestNeighborAny2Regret_w1_1
47843,2,TSPA,100,200,23649,NearestNeighborAny2Regret_w1_1_start151,71492,NearestNeighborAny2Regret_w1_1
48170,3,TSPA,100,200,23606,NearestNeighborAny2Regret_w1_1_start152,71776,NearestNeighborAny2Regret_w1_1
47807,2,TSPA,100,200,23083,NearestNeighborAny2Regret_w1_1_start153,70890,NearestNeighborAny2Regret_w1_1
48414,3,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start154,70725,NearestNeighborAny2Regret_w1_1
49013,3,TSPA,100,200,25571,NearestNeighborAny2Regret_w1_1_start155,74584,NearestNeighborAny2Regret_w1_1
49178,3,TSPA,100,200,22722,NearestNeighborAny2Regret_w1_1_start156,71900,NearestNeighborAny2Regret_w1_1
48770,2,TSPA,100,200,25642,NearestNeighborAny2Regret_w1_1_start157,74412,NearestNeighborAny2Regret_w1_1
48699,3,TSPA,100,200,21924,NearestNeighborAny2Regret_w1_1_start158,70623,NearestNeighborAny2Regret_w1_1
48070,2,TSPA,100,200,24226,NearestNeighborAny2Regret_w1_1_start159,72296,NearestNeighborAny2Regret_w1_1
48240,3,TSPA,100,200,25595,NearestNeighborAny2Regret_w1_1_start160,73835,NearestNeighborAny2Regret_w1_1
48955,2,TSPA,100,200,23420,NearestNeighborAny2Regret_w1_1_start161,72375,NearestNeighborAny2Regret_w1_1
47843,3,TSPA,100,200,23649,NearestNeighborAny2Regret_w1_1_start162,71492,NearestNeighborAny2Regret_w1_1
47986,3,TSPA,100,200,24679,NearestNeighborAny2Regret_w1_1_start163,72665,NearestNeighborAny2Regret_w1_1
48638,2,TSPA,100,200,24806,NearestNeighborAny2Regret_w1_1_start164,73444,NearestNeighborAny2Regret_w1_1
48062,3,TSPA,100,200,25021,NearestNeighborAny2Regret_w1_1_start165,73083,NearestNeighborAny2Regret_w1_1
48377,2,TSPA,100,200,26387,NearestNeighborAny2Regret_w1_1_start166,74764,NearestNeighborAny2Regret_w1_1
48371,3,TSPA,100,200,24109,NearestNeighborAny2Regret_w1_1_start167,72480,NearestNeighborAny2Regret_w1_1
48715,2,TSPA,100,200,23538,NearestNeighborAny2Regret_w1_1_start168,72253,NearestNeighborAny2Regret_w1_1
48845,3,TSPA,100,200,25751,NearestNeighborAny2Regret_w1_1_start169,74596,NearestNeighborAny2Regret_w1_1
47870,2,TSPA,100,200,23003,NearestNeighborAny2Regret_w1_1_start170,70873,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,26292,NearestNeighborAny2Regret_w1_1_start171,74669,NearestNeighborAny2Regret_w1_1
49047,3,TSPA,100,200,24669,NearestNeighborAny2Regret_w1_1_start172,73716,NearestNeighborAny2Regret_w1_1
49285,2,TSPA,100,200,22215,NearestNeighborAny2Regret_w1_1_start173,71500,NearestNeighborAny2Regret_w1_1
49033,3,TSPA,100,200,25560,NearestNeighborAny2Regret_w1_1_start174,74593,NearestNeighborAny2Regret_w1_1
48377,2,TSPA,100,200,26292,NearestNeighborAny2Regret_w1_1_start175,74669,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,24477,NearestNeighborAny2Regret_w1_1_start176,72854,NearestNeighborAny2Regret_w1_1
47885,2,TSPA,100,200,24430,NearestNeighborAny2Regret_w1_1_start177,72315,NearestNeighborAny2Regret_w1_1
48220,3,TSPA,100,200,25588,NearestNeighborAny2Regret_w1_1_start178,73808,NearestNeighborAny2Regret_w1_1
48377,3,TSPA,100,200,26278,NearestNeighborAny2Regret_w1_1_start179,74655,NearestNeighborAny2Regret_w1_1
48414,2,TSPA,100,200,22311,NearestNeighborAny2Regret_w1_1_start180,70725,NearestNeighborAny2Regret_w1_1
48494,3,TSPA,100,200,25840,NearestNeighborAny2Regret_w1_1_start181,74334,NearestNeighborAny2Regret_w1_1
48810,3,TSPA,100,200,24538,NearestNeighborAny2Regret_w1_1_start182,73348,NearestNeighborAny2Regret_w1_1
47496,2,TSPA,100,200,23098,NearestNeighborAny2Regret_w1_1_start183,70594,NearestNeighborAny2Regret_w1_1
48005,3,TSPA,100,200,22747,NearestNeighborAny2Regret_w1_1_start184,70752,NearestNeighborAny2Regret_w1_1
48062,2,TSPA,100,200,25021,NearestNeighborAny2Regret_w1_1_start185,73083,NearestNeighborAny2Regret_w1_1
47792,3,TSPA,100,200,22820,NearestNeighborAny2Regret_w1_1_start186,70612,NearestNeighborAny2Regret_w1_1
49059,2,TSPA,100,200,25669,NearestNeighborAny2Regret_w1_1_start187,74728,NearestNeighborAny2Regret_w1_1
49823,3,TSPA,100,200,21923,NearestNeighborAny2Regret_w1_1_start188,71746,NearestNeighborAny2Regret_w1_1
48709,3,TSPA,100,200,22012,NearestNeighborAny2Regret_w1_1_start189,70721,NearestNeighborAny2Regret_w1_1
47794,2,TSPA,100,200,22308,NearestNeighborAny2Regret_w1_1_start190,70102,NearestNeighborAny2Regret_w1_1
48572,3,TSPA,100,200,23997,NearestNeighborAny2Regret_w1_1_start191,72569,NearestNeighborAny2Regret_w1_1
48668,2,TSPA,100,200,24077,NearestNeighborAny2Regret_w1_1_start192,72745,NearestNeighborAny2Regret_w1_1
47596,3,TSPA,100,200,24591,NearestNeighborAny2Regret_w1_1_start193,72187,NearestNeighborAny2Regret_w1_1
48823,3,TSPA,100,200,22283,NearestNeighborAny2Regret_w1_1_start194,71106,NearestNeighborAny2Regret_w1_1
48628,2,TSPA,100,200,22791,NearestNeighborAny2Regret_w1_1_start195,71419,NearestNeighborAny2Regret_w1_1
47748,3,TSPA,100,200,23589,NearestNeighborAny2Regret_w1_1_start196,71337,NearestNeighborAny2Regret_w1_1
48651,2,TSPA,100,200,25855,NearestNeighborAny2Regret_w1_1_start197,74506,NearestNeighborAny2Regret_w1_1
48066,3,TSPA,100,200,24390,NearestNeighborAny2Regret_w1_1_start198,72456,NearestNeighborAny2Regret_w1_1
48790,3,TSPA,100,200,22131,NearestNeighborAny2Regret_w1_1_start199,70921,NearestNeighborAny2Regret_w1_1
96931,3,TSPA,100,200,22018,GreedyCycle2Regret_w0_1_start0,118949,GreedyCycle2Regret_w0_1
